neighborhood,price,beds,baths,extra,state,locality,lga,hood,zipcode
lekki phase 1 lekki lagos,900000,1,1,serviced newly builtvery clean studio appartment for rent at lekki all room ensuite nice room wi.. ,Lagos,Lekki,,Lekki Phase 1,
off ishaga roadlawanson surulere lagos,1500000,4,3,all room en suites a blocks 4 flats of 3bedroom flats on adeniji close surulere.. ,Lagos,Lagos,Lagos Mainland,Abule ijesha,
lekki phase 2 lekki lagos,1000000,3,3,serviced newly builtvery neat and clean 3 bedroom apartment for rent at chevron with services charge.. ,Lagos,Lekki,,,
aguda(ogba) ogba lagos,1000000,3,3,"executive 3 bedroom flat at aguda,ogba. #1m/annum. p o.p. finished all tiles .. ",Lagos,Ojodu,Ikeja,Aguda,
"morocco, yabayaba lagos",500000,1,1,mini-flat at morocco for rent all round tiles fitted kitchen cabinets parking.. ,Lagos,Lagos,Shomolu,Somolu,
-adeniyi jones ikeja lagos,1200000,2,2,just in 2 bedroom flat for rent at adeniyi jones 1. 2m per year all room e.. ,Lagos,Ikeja,Ikeja,,
-ayobo ipaja lagos,270000,1,1,mini flat for rent at egbeda 270k per annum all round tiles floored compound .. ,Lagos,Lagos,Alimosho,Ipaja,
ifako gbagada gbagada lagos,500000,1,1,this property is located in gbagada it's consist of a decent spacious mini flat .. ,Lagos,Lagos,Kosofe,Gbagada,100242
adebalakowe ajah lagos,600000,3,3,"the property is very clean and spacious, interlocked compound, slightlyvused. al.. ",Lagos,Lagos,Ibeju Lekki,,
oke olu lawanson surulere lagos,450000,1,1,"mini flat for rent newly built in oke olu lawanson surulere. p o p, water and pr.. ",Lagos,Lagos,Mushin,Idi-Araba,
off brown roadaguda surulere lagos,950000,3,3,3 bedroom flat for rent @aguda brown road... ,Lagos,Lagos,Surulere,Surulere,
...thomas estate ajah lagos,700000,1,2,just out mini flat @ thomas estate ajah for rent all round tiles spacious roo.. ,Lagos,Lekki,Eti Osa,Eti-Osa,
admiralty waylekki phase 1 lekki lagos,2000000,1,1,servicedmassively built with a lovely view upstairs. 98% ready. this apartment is .. ,Lagos,Lekki,Eti Osa,Eti-Osa,
...mende maryland lagos,1000000,1,1,servicedthis property is located in maryland in an estate it's consist of a brand new se.. ,Lagos,Lagos,Kosofe,Mende,
off lawasonlawanson surulere lagos,900000,3,3,newly built 3 bedroom flat [email protected] all rooms en suite 2yrs.. ,Lagos,Lagos,Surulere,Lawanson,
...lekki phase 1 lekki lagos,1600000,1,1,"3 units of lovely, newly built studio apartment (room self contain) (fully fitte.. ",Lagos,Lekki,,Lekki Phase 1,
onirandle avenue surulere lagos,800000,2,3,clean 2bedroom flat at randle .. ,Lagos,Lagos,Surulere,Surulere,
megidaayobo ipaja lagos,350000,5,2,just in 2 bedroom flat for rent rent n350k per year megida ayobo 2toilet.. ,Lagos,Lagos,Alimosho,Idimu,
abuleado - sobafestac amuwo odofin lagos,400000,1,1,"newly builtwith proximity to apapa, oshodi, ikeja, surulere, cms - lagos island, trade fair.. ",Lagos,Lagos,Amuwo Odofin,Satellite Town,
egbeda alimosho lagos,300000,1,1,"urgent letting: mini flat for rent at water bus, off egbeda road . with pop al.. ",Lagos,Lagos,Alimosho,Egbeda/Alimosho,
....oke ira ogba lagos,250000,1,1,"quick one to let mini flat for rent with water, tiled floor at oke ir.. ",Lagos,Lagos,Ikeja,Ojodu,
"off allen avenue,ikejaallen avenue ikeja lagos",550000,1,1,"mini flat for letting at off allen avenue,ikeja.the rent is 550,ooo naira per an.. ",Lagos,Ikeja,Ikeja,Allen,
adeniyi jones ikeja lagos,750000,1,1,this property consist of a very decent mini flat well finished just two in the c.. ,Lagos,Ikeja,Ikeja,,
ilupeju industrial estate ilupeju lagos,1000000,1,2,this property is located in ilupeju in an estate it's consist of sn executive sp.. ,Lagos,Lagos,Mushin,Ilupeju Industrial Estate,
ifako gbagada gbagada lagos,500000,1,1,this property is located in gbagada in ifako consist of a mini flat with kitchen.. ,Lagos,Lagos,Kosofe,Gbagada,100242
thomas estate ajah lagos,700000,1,2,*newly renovated mini flat at thomas estate ajah* a *spacious* and clean room .. ,Lagos,Lekki,Eti Osa,Eti-Osa,
oworonshoki gbagada lagos,250000,1,1,a room self contained in oworosoki 250k annual rent all round tiles .. ,Lagos,Lagos,Kosofe,Gbagada,
iyanera - ketu. agbara okokomaiko ojo lagos,170000,1,1,"newly builtwith close proximity to the lagos state university, federal government college, .. ",Lagos,Badagry,Ojo,Ojo,
"bamako estate,opposite omole phase 1omole phase 1 ojodu lagos",400000,1,1,"mini flat bungalow with an ample parking space for letting at bamako estate,ojod.. ",Lagos,Ojodu,Ikeja,Omole Phase 1,
atunrase medina gbagada lagos,500000,1,2,this property is located in gbagada in a serene and secured environment it's con.. ,Lagos,Lagos,Kosofe,Atunrase Estate,
off ojuelegbawestern avenue surulere lagos,400000,1,1,newly builtnewly built mini flat at surulere lagos.behinde teslim balogun stadium. 400k two.. ,Lagos,Lagos,Surulere,Surulere,
alagomeji yaba lagos,500000,1,1,this property is located in yaba it's consist of decent executive mini flat for .. ,Lagos,Lagos,Lagos Mainland,Alagomeji-Yaba,
chevronchevron lekki lagos,1900000,3,3,servicedvery neat and clean 3 bedroom apartment for rent at chevron with services charge.. ,Lagos,Lekki,Eti Osa,Lekki Penninsula II,12825
navy town roadsatellite town amuwo odofin lagos,500000,2,2,"newly builtwith installed industrial water treatment plants for guaranteed pure, clean wate.. ",Lagos,Lagos,Amuwo Odofin,Satellite Town,
off allen avenueallen avenue ikeja lagos,300000,1,1,"room self contain in a secure estate for letting at off allen avenue,ikeja.the r.. ",Lagos,Ikeja,Ikeja,Allen,
...abule egba lagos,600000,4,4,"newly built and tastefully finished 4 units of 3 bedroom flats ekoro road, abule.. ",Lagos,Lagos,Alimosho,Abule Egba,
on bishopojuelegba surulere lagos,800000,2,2,2 bedroom flat / apartment for rent off ojulegba ojuelegba surulere lagos.. ,Lagos,Lagos,Surulere,Yaba/Ojuelegba,
off akinhanmiojuelegba surulere lagos,750000,2,2,newly builtnewly 2 bedrooms flat all room ensuite for rent off akinhanmi.. ,Lagos,Lagos,Surulere,Idi Oro,
"anthony village, marylandmaryland lagos",500000,1,1,*fresh letting* mini flat @ corona by corona schools anthony only self in com.. ,Lagos,Lagos,Ikeja,Maryland,
oni streetrandle avenue surulere lagos,1000000,3,3,"3 bedroom flat at randle venue surulere,a block of six flat.. ",Lagos,Lagos,Surulere,Surulere,
ifako gbagada gbagada lagos,600000,1,1,this property is located in gbagada in a secured and serene estate in a very cle.. ,Lagos,Lagos,Kosofe,Gbagada,100242
ifako gbagada gbagada lagos,1100000,3,3,this property is located in gbagada in an estate at ifako it's consist of a thre.. ,Lagos,Lagos,Kosofe,Gbagada,100242
agungi lekki agungi lekki lagos,550000,1,1,"up for rent, is this self contain in a serene and secured neighborhood at lekki .. ",Lagos,Lekki,Eti Osa,Lekki Penninsula II,104106
ikate lekkiikate lekki lagos,1200000,1,1,"up for rent, is this mini flat in a serene and secured neighborhood at lekki ika.. ",Lagos,,Eti Osa,Lekki/Ikate And Environs,
...berger ojodu lagos,500000,1,1,clean and newly built room self contained and mini flat at ojodu berger. in a f.. ,Lagos,Ojodu Berger,,,
...lekki phase 1 lekki lagos,900000,1,1,newly built a room self contained in lekki phase 1 all round tiles fitted kit.. ,Lagos,Lekki,,Lekki Phase 1,
gbagada lagos.gbagada lagos,1400000,3,3,"newly built 3 bedroom all rooms en-suite flat for rent. location: gbagada, la.. ",Lagos,Lagos,Kosofe,Gbagada,
alapere kosofe ikosi lagos,450000,1,1,"newly renovated, painted and all ensuite miniflat with guest toilet in alapere.. ",Lagos,Lagos,Kosofe,Ikosi Ketu,
in a secure estateadeniyi jones ikeja lagos,400000,1,1,"newly builtbrand new room self contain for letting at adeniyi jones,ikeja.(in a secure esta.. ",Lagos,Lagos,Ikeja,Ikeja,
...opebi ikeja lagos,400000,1,1,"newly renovated room self contain for letting at opebi estate,opebi,ikeja.the re.. ",Lagos,Ikeja,Ikeja,Opebi,
mende maryland lagos,300000,1,1,this property is located in maryland around wasimi in an estate it's consist of .. ,Lagos,Lagos,Kosofe,Mende,
ogudu orike ogudu lagos,300000,1,1,ogudu letting very decent and standard room self contain at good luck ogudu ori.. ,Lagos,Lagos,Kosofe,Ojota/Ogudu,
...soluyi gbagada lagos,300000,1,1,clean and newly built pay and park in room self contained gated and car park s.. ,Lagos,Lagos,Kosofe,Gbagada,
aborisadelawanson surulere lagos,700000,2,3,newly built2bedroom flat for rent @newly built aborisade lawanson surulere (one and half ye.. ,Lagos,Lagos,Mushin,Idi-Araba,
"off western avenue,alaka estate surulere lagos",900000,1,1,"serviced newly builtbrand new mini flat with an ample paking space for letting at alaka estate,surul.. ",Lagos,Lagos,Surulere,Surulere,
mende maryland lagos,500000,1,1,newly builtthis property is located in maryland mende. its consist of porch selfcon in a se.. ,Lagos,Lagos,Kosofe,Mende,
soluyi gbagada lagos,450000,1,1,this property is located in gbagada ina secured an serene environment it's consi.. ,Lagos,Lagos,Kosofe,Gbagada,
ifako gbagada gbagada lagos,400000,1,2,this property is located in gbagada in ifako consist of a mini flat portable wit.. ,Lagos,Lagos,Kosofe,Gbagada,100242
ifako gbagada gbagada lagos,400000,1,1,this property is located in gbagada at ifako it's consist of a selfcon. very ver.. ,Lagos,Lagos,Kosofe,Gbagada,100242
soluyi gbagada lagos,700000,2,2,this property is located in gbagada at soluyi it's consist of a two bedroom in a.. ,Lagos,Lagos,Kosofe,Gbagada,
ifako gbagada gbagada lagos,500000,1,1,this property is located in gbagada at ifako it's consist of a single room selfc.. ,Lagos,Lagos,Kosofe,Gbagada,100242
ogudu gra ogudu lagos,2000000,2,3,this property is located at ogudu in a highly serene well secured estate it's co.. ,Lagos,Lagos,Kosofe,Ogudu,100242
ayobo ipaja lagos,500000,2,2,"a newely completed 2 bedroom flat at inside abiola farm estate,ayobo, all rooms.. ",Lagos,Lagos,Alimosho,Ayobo,
rauf williamsadelabu surulere lagos,1800000,3,3,newly built)lovely 3bedroom flat with 3toilets and bath at rauf williams off adelabu pr.. ,Lagos,Lagos,Surulere,Surulere,
lekki phase 1 lekki lagos,2300000,2,2,"servicedfor corporate or individual use. located in lekki phase one, with proximity to v.. ",Lagos,Lekki,,Lekki Phase 1,
"morocco, yabayaba lagos",1100000,3,3,*3bedroom flat* off morrocco rd. fadeyi with * 3toilet 3bath all rooms en.. ,Lagos,Lagos,Shomolu,Somolu,
"in a gated estate in yaba, lagos.yaba lagos",1200000,2,2,fabulous 2 bedroom all rooms ensuite flat with guest toilet. located in a gat.. ,Lagos,Lagos,Lagos Mainland,Yaba,
"medina estate, gbagada, lagos.medina gbagada lagos",1700000,2,2,newly built 2 bedroom en-suite flat up stairs with private staircase and dedicat.. ,Lagos,Lagos,Kosofe,Gbagada,
ifako gbagada gbagada lagos,600000,1,1,this property is located in gbagada in an estate upstairs with pop water heaters.. ,Lagos,Lagos,Kosofe,Gbagada,100242
ifako gbagada gbagada lagos,1200000,2,2,this property is located in gbagada in a secured and serene environment it's con.. ,Lagos,Lagos,Kosofe,Gbagada,100242
"alagomeji, yaba.alagomeji yaba lagos",1300000,2,2,serviced 2 bedroom all rooms ensuite flat with car park & prepaid meter. newly r.. ,Lagos,Lagos,Lagos Mainland,Alagomeji-Yaba,
-shomolu shomolu lagos,350000,1,1,this property is located in somolu in a decent and secured environment it's cosn.. ,Lagos,Lagos,,Somolu,
-ikeja gra ikeja lagos,1800000,1,1,"newly builtluxury furnished mini flat with swimming pool,sport gym,and an ample parking spa.. ",Lagos,Ikeja,Ikeja,Ikeja GRA,
"off toyin street,ikejatoyin street ikeja lagos",550000,1,1,"mini flat for letting at off toyin street,ikeja.the rent is 550,000 naira per an.. ",Lagos,Ikeja,Ikeja,,
osapa osapa london lekki lagos,2500000,4,3,servicedservice 3 bedroom flat with bq for rent at osapa. features: 1. 24hrs powe.. ,Lagos,Lagos,Eti Osa,Lekki Penninsula II,
abaranje ikotun igando lagos,300000,4,3,"executive 3 bedroom flat, 4 toilets, all room ensuite ,downstairs flat eac.. ",Lagos,Lagos,Alimosho,Ikotun,
abule oja yaba lagos,500000,1,1,this property is located in yaba it's consist of a decent mini flat with pop wel.. ,Lagos,Lagos,Lagos Mainland,Abule ijesha,100001
lekki phase 1 lekki lagos,2000000,2,2,"now renting in lekki phase one, lagos. a massive 2 bedroom apartment with eve.. ",Lagos,Lekki,,Lekki Phase 1,
maryland lagos,2000000,4,3,newly builtnew 4flats of 3bedrooms in maryland for rent 2m.. ,Lagos,Lagos,Ikeja,Maryland,
"adekunle-alagomeji, yaba, lagos. yaba lagos",2000000,3,3,"serviced 3 bedroom flat, fitted with gas cooker and air conditioners at alagomej.. ",Lagos,Lagos,Lagos Mainland,,
ramonilawanson surulere lagos,500000,1,1,mini flat for [email protected] lawanson on ramoni.. ,Lagos,Lagos,,Ikate,
"pedro road, shomolushomolu lagos",900000,3,3,*still available* *3bedroom* flat at olohunkemi str. off pedro rd. with 3.. ,Lagos,Lagos,Shomolu,Pedro,
"agbele, aboruipaja lagos",250000,1,2,"to let,, very big mini flat 2t/b at agbele, aboru area, very close to b'st.. ",Lagos,Lagos,Alimosho,Oke Odo,
olokonla olokonla ajah lagos,1700000,3,3,"newly builta clean 3bedroom luxury apartment, very spacious and fully fitted with cabinets .. ",Lagos,Lekki,Eti Osa,Eti-Osa,
...apapa road apapa lagos,350000,1,1,decent romself contain for 350k at costain apapa road upstairs all round tiles.. ,Lagos,Lagos,,Apapa,
mende maryland lagos,1000000,1,2,this property is located in maryland in a highly serene and secured estate. it's.. ,Lagos,Lagos,Kosofe,Mende,
lekki phase 2 lekki lagos,1000000,2,2,serviced newly builtvery neat and clean 2 bedroom apartment for rent at lekki with services charge .. ,Lagos,Lekki,,,
mende maryland lagos,450000,1,1,this property is located in mende maryland its a big spacious studio (selfcon) a.. ,Lagos,Lagos,Kosofe,Mende,
okerubeabaranje ikotun igando lagos,250000,1,2,letting mini flat with 2 toilets and bathroom #250k per year new house at a.. ,Lagos,Lagos,Alimosho,Ijegun,
"off st finbarrs college road, akoka, yaba.akoka yaba lagos",1200000,2,2,"lovely 2 bedroom flat with all room ensuite + visitor's toilet, all round italia.. ",Lagos,Lagos,Shomolu,Akoka,
alimosho lagos,350000,4,3,"beautifully finished 3 bedroom flat with 4 toilets,personal staircase,water heat.. ",Lagos,,,Alimosho,
...abule egba abule egba lagos,1000000,1,1,"3 bedrooms flat self compound inside beckley estate phase one, abule egba all r.. ",Lagos,Lagos,Alimosho,Abule Egba,
...lekki lagos,1700000,3,3,servicedvery neat and clean 3 bedroom apartment for rent at lekki with services charge .. ,Lagos,Lekki,,,
soluyi gbagada lagos,1000000,2,2,*fresh letting* newly built n ready to move 2 bedrooms ground flat both .. ,Lagos,Lagos,Kosofe,Gbagada,
ajao estateanthony village maryland lagos,1500000,3,4,"this property is located in anthony at ajao estate a very seren environment, its.. ",Lagos,Lagos,Kosofe,Anthony,
mende maryland lagos,1500000,4,4,this property is located in mende maryland in a serene and secured estate. it's .. ,Lagos,Lagos,Kosofe,Mende,
offobafemi awolowo way ikeja lagos,1100000,3,3,"newly builtbrand new 6 units 3 bedroom flats all rooms ensuite,plus visitors toilet for let.. ",Lagos,Ikeja,Ikeja,,
ifako gbagada gbagada lagos,500000,1,1,this property is located in gbagada in a serene and secured estate it's consist .. ,Lagos,Lagos,Kosofe,Gbagada,100242
ikotun ikotun igando lagos,220000,2,2,two bedroom flat upstairs apartment two toilets and bath fitted kitchen cabin.. ,Lagos,Lagos,Alimosho,Ikotun,
ketu lagos,1000000,3,4,serious letting tasteful 3bedroom apartment inside apollo estate features .. ,Lagos,Lagos,Kosofe,Ketu,
yabatech quarters estateyaba lagos,2000000,3,3,"serviced 3 bedroom flat in a gated estate. service charge covers security, cl.. ",Lagos,Lagos,Lagos Mainland,Abule ijesha,100001
mende maryland lagos,1200000,2,2,just out tasteful and spacious 2bedroom apartment in mende maryland features.. ,Lagos,Lagos,Kosofe,Mende,
idi iroko estatelsdpc maryland estate maryland lagos,450000,1,1,this property is located at idi iroko estate it's consist of a mini flat.with ki.. ,Lagos,Lagos,Ikeja,Onigbongbo,100211
babs animashaunbode thomas surulere lagos,950000,3,3,"3 bedroon flats for rent off bode thomas ,very big compound.. ",Lagos,Lagos,Surulere,Iganmu,
...mangoro ikeja lagos,1100000,3,3,just out 3 bedroom flat for rent @ inside estate at mangoro ikeja all round .. ,Lagos,Lagos,Alimosho,Idi Mangoro,
lawansonlawanson surulere lagos,750000,2,3,newly builtnewly built 2bedroom flat [email protected] all room ensuite 2yrs.. ,Lagos,Lagos,Surulere,Lawanson,
maryland lagos,700000,3,1,to let 3 bedroom flat with one and bathroom at maryland. all round tiles fi.. ,Lagos,Lagos,Ikeja,Maryland,
medina gbagada lagos,700000,1,1,this property is located gbagada in a secured and serene estate it's cosnsist of.. ,Lagos,Lagos,Kosofe,Gbagada,
off durosinmi - etti drivelekki phase 1 lekki lagos,2000000,2,2,"now renting in lekki phase one, lagos. a newly renovated 2 bedroom apartment .. ",Lagos,Lekki,Eti Osa,Lekki Phase I,
...ojodu lagos,350000,1,1,descent room self contained for rent in an estate at ojodu with wardrobe and .. ,Lagos,Ojodu,,,
oke ira ogba lagos,400000,1,1,"mini flat on 2nd junction,oke ira,ogba with 2toilets, ground floor, pop finish.. ",Lagos,Lagos,Ikeja,Ojodu,
mende maryland lagos,2500000,3,4,this property is located in maryland in a secured and serene estate it's consist.. ,Lagos,Lagos,Kosofe,Mende,
abule ijesha yaba lagos,550000,1,1,"a brand newly built mini flat @ abuleijesha,lagos with 2toilets n baths with po.. ",Lagos,Lagos,Shomolu,Abule ijesha,
soluyi gbagada lagos,1200000,3,3,this property is located in gbagada at soluyi in a very serene estate with all e.. ,Lagos,Lagos,Kosofe,Gbagada,
ajaoanthony village maryland lagos,1300000,2,3,newly builtthis property is a newly built two bedroom in a secured and serene estate at ant.. ,Lagos,Lagos,Ikeja,Maryland,
